,answer,n_tries,last_n_choices,won,difficulty_level
789,bumpy,5.17,2.89,0.86,hard
1492,dings,5.17,1.82,0.85,hard
2019,flaps,5.17,3.03,0.94,hard
2654,holed,5.17,2.46,0.86,hard
4049,pages,5.17,7.1,0.82,hard
4060,paley,5.17,1.9,0.86,hard
2859,james,5.17,10.4,0.82,hard
1223,cozen,5.17,1.94,0.9,hard
5797,tizzy,5.17,1.59,0.94,hard
6446,yawns,5.17,1.68,0.83,hard
3683,moper,5.17,2.93,0.9,hard
4081,parcs,5.17,2.42,0.83,hard
3031,klaus,5.17,1.74,0.76,hard
4827,salas,5.17,2.69,0.87,hard
2069,foals,5.18,2.05,0.88,hard
2213,garbs,5.18,1.36,0.79,hard
2259,getty,5.18,1.7,0.88,hard
2487,hafts,5.18,1.36,0.89,hard
5870,trams,5.18,1.8,0.9,hard
5879,treed,5.18,4.16,0.83,hard
5335,speer,5.18,1.09,0.87,hard
5348,spiff,5.18,1.87,0.93,hard
4972,serfs,5.18,3.25,0.77,hard
4389,prows,5.18,2.61,0.86,hard
6486,zebus,5.18,2.08,0.83,hard
795,bunny,5.18,4.81,0.9,hard
3883,norse,5.18,1.47,0.85,hard
3301,lofts,5.18,1.75,0.83,hard
1946,ferry,5.18,7.1,0.77,hard
4377,promo,5.18,2.12,0.85,hard
2666,honer,5.18,2.01,0.82,hard
2072,focal,5.18,1.19,0.91,hard
4299,polys,5.18,2.07,0.83,hard
731,brice,5.18,1.14,0.91,hard
745,brits,5.18,1.77,0.9,hard
4210,pined,5.19,2.7,0.82,hard
2047,flops,5.19,2.34,0.83,hard
1991,finny,5.19,3.04,0.82,hard
3816,nelly,5.19,1.68,0.88,hard
1294,cubed,5.19,1.78,0.83,hard
1849,ewers,5.19,1.63,0.88,hard
1655,dunes,5.19,1.82,0.88,hard
2119,frats,5.19,2.12,0.88,hard
5295,sorer,5.19,1.43,0.9,hard
2342,golfs,5.19,1.76,0.82,hard
3102,lamas,5.19,1.59,0.9,hard
3453,mangy,5.19,2.03,0.87,hard
3499,mauls,5.19,1.61,0.84,hard
3264,lippy,5.19,2.15,0.86,hard
5146,skive,5.19,1.19,0.93,hard
5302,souks,5.19,1.22,0.9,hard
3737,mungs,5.19,6.72,0.88,hard
6418,xerox,5.19,1.52,0.93,hard
2849,jacky,5.2,1.99,0.85,hard
5902,trite,5.2,1.56,0.88,hard
3192,lenny,5.2,1.86,0.88,hard
2280,ginny,5.2,2.47,0.81,hard
2136,frill,5.2,2.71,0.83,hard
2367,gorps,5.2,4.09,0.83,hard
5988,tykes,5.2,1.6,0.83,hard
2076,foist,5.2,1.29,0.85,hard
574,blats,5.2,1.96,0.87,hard
1212,covey,5.2,2.1,0.87,hard
652,bonus,5.2,1.46,0.83,hard
661,boors,5.2,1.78,0.86,hard
947,celts,5.2,4.8,0.79,hard
2014,flake,5.2,1.24,0.84,hard
2318,glues,5.21,2.33,0.82,hard
2475,guyed,5.21,1.78,0.83,hard
1091,clops,5.21,2.14,0.83,hard
5354,spinx,5.21,1.73,0.9,hard
775,buggy,5.21,2.7,0.89,hard
1484,dimes,5.21,2.72,0.82,hard
3613,mines,5.21,12.04,0.8,hard
2710,huber,5.21,2.82,0.77,hard
4888,scans,5.21,1.94,0.87,hard
3600,milks,5.21,1.83,0.85,hard
3422,magus,5.21,2.31,0.89,hard
2858,jamel,5.22,1.4,0.9,hard
1036,cinch,5.22,1.69,0.86,hard
4663,rimed,5.22,2.1,0.87,hard
5362,spivs,5.22,2.04,0.87,hard
4338,pouts,5.22,2.01,0.89,hard
5909,trots,5.22,1.73,0.87,hard
2200,gamer,5.22,2.19,0.8,hard
6264,welds,5.22,2.47,0.81,hard
3443,mamie,5.22,1.55,0.93,hard
3242,limes,5.22,1.55,0.85,hard
2622,hinds,5.22,9.18,0.74,hard
1443,denny,5.22,1.71,0.82,hard
6348,wires,5.22,68.93,0.77,hard
4763,rucks,5.22,2.07,0.84,hard
6488,zelma,5.23,1.92,0.88,hard
5572,swots,5.23,2.19,0.81,hard
469,beets,5.23,2.72,0.86,hard
2349,gonks,5.23,2.22,0.85,hard
4411,pulls,5.23,5.95,0.83,hard
3577,meyer,5.23,1.69,0.79,hard
1840,evens,5.23,1.63,0.88,hard
817,bused,5.23,1.26,0.85,hard
1272,crock,5.23,1.57,0.9,hard
5014,shave,5.23,5.76,0.78,hard
4089,parry,5.23,3.36,0.83,hard
2692,hosed,5.23,1.81,0.77,hard
1238,crave,5.23,2.18,0.84,hard
5055,shoos,5.23,1.38,0.93,hard
1499,direr,5.23,1.71,0.83,hard
4407,pukes,5.23,1.97,0.9,hard
2959,juror,5.23,1.89,0.88,hard
936,cecal,5.23,1.69,0.79,hard
2468,gushy,5.24,2.56,0.84,hard
5594,taffy,5.24,2.29,0.79,hard
4199,piing,5.24,1.88,0.78,hard
4873,savoy,5.24,2.1,0.8,hard
3560,meres,5.24,1.51,0.88,hard
2230,gauzy,5.24,1.8,0.82,hard
858,cakes,5.24,9.88,0.74,hard
658,booms,5.24,2.36,0.87,hard
3426,maims,5.24,1.69,0.83,hard
5755,tiber,5.24,1.82,0.87,hard
3288,lobed,5.24,1.91,0.85,hard
4233,pitts,5.24,1.57,0.89,hard
1174,cools,5.24,1.68,0.85,hard
231,aping,5.25,2.27,0.8,hard
3974,oohed,5.25,1.68,0.76,hard
4020,ovens,5.25,1.54,0.86,hard
5425,stave,5.25,5.88,0.77,hard
1221,coyly,5.25,1.55,0.89,hard
2091,fords,5.25,8.43,0.91,hard
5557,swill,5.25,1.84,0.91,hard
374,baked,5.25,10.76,0.7,hard
5575,sykes,5.25,1.72,0.87,hard
5143,skips,5.25,1.75,0.9,hard
1665,durer,5.25,2.35,0.84,hard
861,calks,5.25,1.32,0.87,hard
833,bytes,5.25,1.94,0.85,hard
5262,soaps,5.25,2.53,0.9,hard
2985,kazoo,5.25,2.33,0.92,hard
1304,cunts,5.26,2.58,0.86,hard
4382,props,5.26,3.19,0.89,hard
6483,zappa,5.26,2.23,0.91,hard
713,brats,5.26,2.18,0.83,hard
4759,rubes,5.26,1.76,0.82,hard
4444,pyres,5.26,2.38,0.83,hard
505,berms,5.26,1.64,0.85,hard
6326,wiles,5.26,6.79,0.8,hard
1186,cored,5.26,1.71,0.87,hard
4446,pyxes,5.26,2.74,0.88,hard
3555,menus,5.26,2.17,0.83,hard
4043,paddy,5.26,1.8,0.9,hard
1928,feces,5.27,1.87,0.78,hard
1237,crate,5.27,6.39,0.78,hard
2606,hexed,5.27,1.16,0.85,hard
4062,pally,5.27,2.69,0.8,hard
3570,meter,5.27,1.92,0.85,hard
6110,verve,5.27,2.41,0.91,hard
2674,hooey,5.27,2.85,0.81,hard
752,bronx,5.27,1.53,0.88,hard
3597,miler,5.27,2.53,0.77,hard
4116,pawns,5.27,1.72,0.84,hard
5294,soppy,5.27,1.46,0.77,hard
4137,peels,5.27,3.37,0.8,hard
4156,peppy,5.27,9.28,0.89,hard
4344,prams,5.28,2.2,0.8,hard
1489,diner,5.28,1.64,0.84,hard
5954,turfs,5.28,1.76,0.83,hard
6174,votes,5.28,3.27,0.74,hard
6091,velds,5.28,2.21,0.81,hard
5656,taxed,5.28,7.1,0.81,hard
3027,kited,5.28,1.3,0.81,hard
5036,shill,5.28,1.78,0.87,hard
2532,harts,5.28,5.46,0.73,hard
6493,ziggy,5.28,3.07,0.84,hard
3635,mites,5.28,6.34,0.74,hard
5399,stack,5.28,1.84,0.82,hard
2663,homos,5.28,1.74,0.87,hard
2641,hobos,5.28,2.07,0.82,hard
6425,xxiii,5.29,1.79,0.91,hard
4682,rived,5.29,2.61,0.82,hard
4641,ricer,5.29,7.16,0.83,hard
6255,weeps,5.29,4.83,0.82,hard
6372,wooed,5.29,1.97,0.79,hard
4319,pored,5.29,1.67,0.87,hard
810,burps,5.29,4.56,0.76,hard
2605,hewer,5.29,1.75,0.87,hard
2411,grill,5.29,1.74,0.81,hard
4165,perls,5.29,3.51,0.81,hard
4353,preps,5.29,2.25,0.89,hard
3751,musty,5.29,2.44,0.8,hard
3508,maxis,5.29,4.37,0.86,hard
5886,treys,5.29,1.89,0.83,hard
5487,stubs,5.29,1.37,0.87,hard
684,bouts,5.29,3.08,0.87,hard
6498,zingy,5.29,2.82,0.86,hard
2713,huger,5.29,1.62,0.8,hard
4650,riffs,5.29,2.44,0.87,hard
533,biffs,5.29,2.25,0.86,hard
3127,lased,5.3,1.95,0.79,hard
4208,pimps,5.3,1.69,0.88,hard
6235,waved,5.3,6.66,0.78,hard
3220,licks,5.3,3.08,0.86,hard
2192,gaits,5.3,1.92,0.86,hard
672,borgs,5.3,1.69,0.77,hard
3772,nader,5.3,2.16,0.8,hard
5624,tanks,5.3,1.94,0.81,hard
1544,dongs,5.3,1.87,0.77,hard
2517,hanna,5.3,1.83,0.86,hard
5397,stabs,5.3,2.21,0.82,hard
3137,laths,5.3,1.44,0.83,hard
4430,purrs,5.31,1.93,0.84,hard
3099,lajos,5.31,2.1,0.8,hard
4879,scads,5.31,2.38,0.82,hard
2234,gawky,5.31,1.82,0.83,hard
4795,saber,5.31,1.82,0.81,hard
5161,slaps,5.31,3.07,0.86,hard
5895,trike,5.31,1.69,0.81,hard
2173,furls,5.31,2.09,0.85,hard
2239,gazer,5.31,4.28,0.77,hard
4201,piker,5.31,1.8,0.8,hard
3749,mussy,5.31,2.49,0.85,hard
3207,lever,5.31,1.9,0.86,hard
2158,fudge,5.32,1.56,0.89,hard
507,berry,5.32,4.81,0.78,hard
673,boris,5.32,1.9,0.78,hard
4360,pried,5.32,2.94,0.8,hard
5004,shana,5.32,2.7,0.85,hard
2134,fries,5.32,1.78,0.78,hard
1515,dives,5.32,3.54,0.77,hard
556,biter,5.32,1.99,0.82,hard
5884,tress,5.32,1.88,0.81,hard
6475,yucky,5.33,2.54,0.86,hard
1651,dummy,5.33,1.89,0.85,hard
4361,prier,5.33,1.75,0.82,hard
918,cases,5.33,6.86,0.76,hard
5360,spits,5.33,3.06,0.78,hard
4730,roped,5.33,2.3,0.75,hard
6080,vaunt,5.33,2.85,0.73,hard
1274,crone,5.33,1.87,0.82,hard
1475,diffs,5.33,2.02,0.85,hard
1271,croce,5.33,1.77,0.78,hard
4429,purls,5.33,1.86,0.86,hard
5617,tamps,5.33,1.84,0.78,hard
5783,tings,5.33,1.84,0.76,hard
4693,roars,5.33,1.92,0.84,hard
4643,ricks,5.33,2.81,0.81,hard
5953,turds,5.33,1.92,0.78,hard
6179,vying,5.33,2.93,0.83,hard
417,bases,5.33,12.75,0.76,hard
4136,peeks,5.33,3.39,0.82,hard
2044,flogs,5.34,2.2,0.86,hard
4790,rusts,5.34,1.64,0.81,hard
4777,rumps,5.34,1.86,0.8,hard
5296,sores,5.34,4.46,0.78,hard
4786,ruses,5.34,2.86,0.85,hard
1951,fetes,5.34,2.04,0.85,hard
557,bites,5.34,5.72,0.78,hard
5404,stags,5.34,2.13,0.76,hard
1348,dames,5.34,5.29,0.72,hard
1876,faded,5.34,9.53,0.76,hard
5188,slogs,5.34,2.08,0.79,hard
5540,swaps,5.34,2.04,0.84,hard
5539,swans,5.34,2.97,0.81,hard
1552,doper,5.34,2.1,0.79,hard
2236,gayer,5.34,2.88,0.81,hard
6124,vicky,5.34,2.22,0.8,hard
4138,peens,5.35,2.44,0.89,hard
3695,morse,5.35,1.61,0.8,hard
3510,mayas,5.35,1.86,0.8,hard
2457,gully,5.35,1.83,0.82,hard
879,canny,5.35,1.47,0.9,hard
694,boxes,5.35,4.33,0.77,hard
4205,piles,5.35,3.89,0.74,hard
1351,damps,5.35,2.19,0.82,hard
705,brahe,5.35,1.47,0.73,hard
927,catty,5.35,2.96,0.8,hard
4658,riled,5.35,2.24,0.74,hard
503,berks,5.36,2.5,0.86,hard
625,bodes,5.36,1.77,0.87,hard
1103,clues,5.36,2.45,0.75,hard
3226,lifer,5.36,2.38,0.76,hard
6192,wages,5.36,8.83,0.77,hard
5037,shims,5.36,1.77,0.83,hard
4438,putts,5.36,2.2,0.83,hard
837,caber,5.36,2.67,0.81,hard
2397,graze,5.36,4.06,0.76,hard
3241,limed,5.36,2.28,0.88,hard
1541,domed,5.36,3.43,0.83,hard
2228,gauss,5.36,2.11,0.76,hard
105,aires,5.36,1.7,0.75,hard
4390,proxy,5.36,1.57,0.79,hard
6329,wills,5.37,5.71,0.78,hard
380,baler,5.37,1.87,0.8,hard
2336,gofer,5.37,2.09,0.7,hard
610,blues,5.37,2.45,0.8,hard
1537,dolls,5.37,2.37,0.78,hard
3866,nodes,5.37,1.81,0.79,hard
818,buses,5.37,3.11,0.78,hard
2922,jokes,5.37,12.97,0.74,hard
6087,veges,5.37,1.89,0.76,hard
2184,gabby,5.37,1.78,0.84,hard
4166,perms,5.37,1.94,0.81,hard
6213,wands,5.37,1.28,0.81,hard
2111,foyer,5.37,2.8,0.73,hard
2050,floss,5.37,1.75,0.84,hard
3553,menes,5.38,1.81,0.85,hard
4970,serbs,5.38,4.36,0.8,hard
3936,odder,5.38,1.55,0.83,hard
3277,lizzy,5.38,1.77,0.89,hard
3313,loner,5.38,1.81,0.76,hard
4581,reeks,5.38,2.67,0.83,hard
2888,jerky,5.38,2.01,0.85,hard
2359,goons,5.38,1.93,0.76,hard
523,beyer,5.38,1.62,0.81,hard
1194,corns,5.38,1.82,0.82,hard
2460,gummy,5.38,3.71,0.79,hard
2193,galas,5.38,1.5,0.82,hard
4074,panza,5.38,2.1,0.89,hard
2536,hatch,5.38,4.24,0.76,hard
6253,weens,5.38,1.79,0.81,hard
3085,laced,5.38,3.36,0.83,hard
459,becks,5.38,1.65,0.88,hard
6422,xrefs,5.39,2.0,0.82,hard
4881,scala,5.39,1.5,0.86,hard
1836,euler,5.39,1.43,0.81,hard
5708,texts,5.39,2.38,0.83,hard
1910,fatty,5.39,2.17,0.79,hard
1126,coder,5.39,2.14,0.75,hard
2233,gawks,5.39,1.67,0.84,hard
3259,linus,5.39,1.85,0.8,hard
6196,wains,5.39,2.07,0.8,hard
571,blare,5.39,1.49,0.81,hard
4436,pussy,5.39,2.79,0.77,hard
2403,greer,5.4,1.55,0.87,hard
2400,greed,5.4,1.95,0.86,hard
1169,conks,5.4,2.24,0.8,hard
1990,finns,5.4,2.02,0.82,hard
3009,kicky,5.4,2.83,0.85,hard
2201,games,5.4,11.03,0.76,hard
3323,loped,5.4,2.63,0.79,hard
5852,touts,5.4,2.11,0.85,hard
2008,fizzy,5.4,1.66,0.91,hard
6229,wasps,5.4,1.62,0.9,hard
1295,cuber,5.4,2.21,0.77,hard
718,brays,5.4,2.01,0.79,hard
2180,fussy,5.4,2.62,0.78,hard
4665,rinds,5.4,1.72,0.73,hard
3022,kinky,5.4,1.92,0.86,hard
2923,jokey,5.4,4.3,0.83,hard
3832,nexus,5.41,2.85,0.86,hard
5934,tucks,5.41,2.11,0.79,hard
2238,gazed,5.41,11.63,0.72,hard
2248,genes,5.41,1.9,0.83,hard
1056,clans,5.41,2.36,0.75,hard
3736,munch,5.41,1.34,0.78,hard
6101,verbs,5.41,1.89,0.82,hard
1641,dudes,5.41,1.75,0.79,hard
1517,divvy,5.41,2.72,0.77,hard
940,ceded,5.41,2.46,0.82,hard
2154,fryer,5.41,1.72,0.81,hard
2274,giles,5.41,3.75,0.7,hard
3289,lobes,5.41,6.26,0.77,hard
4711,roils,5.42,4.65,0.76,hard
1978,filly,5.42,1.94,0.77,hard
4497,racks,5.42,2.67,0.77,hard
4143,pekes,5.42,2.2,0.83,hard
1510,ditty,5.42,2.1,0.76,hard
3405,mable,5.42,1.46,0.77,hard
2516,hanks,5.43,1.61,0.82,hard
5140,skims,5.43,1.8,0.85,hard
5584,tabby,5.43,2.29,0.73,hard
6452,yeggs,5.43,3.31,0.78,hard
1899,fares,5.43,5.98,0.74,hard
4398,pubes,5.43,2.26,0.82,hard
3591,miffs,5.43,3.12,0.79,hard
3317,loons,5.43,2.04,0.76,hard
5195,slows,5.43,2.75,0.81,hard
2113,frags,5.43,6.48,0.84,hard
5442,stets,5.43,1.7,0.85,hard
2025,flaws,5.43,2.83,0.76,hard
1377,daunt,5.43,1.76,0.65,hard
4219,pints,5.43,1.81,0.8,hard
667,boozy,5.43,1.55,0.86,hard
449,beaks,5.43,2.47,0.78,hard
6411,wussy,5.44,2.05,0.77,hard
5875,trays,5.44,2.51,0.79,hard
6214,waned,5.44,2.8,0.71,hard
948,cents,5.44,3.61,0.75,hard
1585,drabs,5.44,1.77,0.78,hard
5663,teals,5.44,1.7,0.78,hard
3236,lilly,5.44,3.42,0.81,hard
5533,swabs,5.44,2.29,0.8,hard
543,bills,5.44,4.9,0.71,hard
6184,wader,5.44,1.89,0.82,hard
565,blahs,5.44,1.73,0.77,hard
4878,scabs,5.44,2.6,0.79,hard
6429,xxxix,5.44,1.62,0.93,hard
4376,prole,5.44,1.37,0.74,hard
4971,serer,5.45,2.28,0.86,hard
849,caffs,5.45,1.89,0.83,hard
796,bunts,5.45,3.11,0.79,hard
5881,treks,5.45,2.24,0.82,hard
2526,harms,5.45,1.48,0.82,hard
3727,muggy,5.45,2.13,0.8,hard
1726,egged,5.46,1.22,0.79,hard
4672,riper,5.46,2.78,0.79,hard
671,bores,5.46,2.51,0.76,hard
594,blobs,5.46,2.55,0.82,hard
4362,pries,5.46,2.2,0.77,hard
2505,halls,5.46,3.93,0.7,hard
6064,vales,5.46,14.75,0.71,hard
3789,napes,5.46,2.19,0.77,hard
774,buffy,5.46,2.27,0.77,hard
3194,lents,5.46,2.12,0.72,hard
3753,muter,5.46,1.78,0.76,hard
6456,yeses,5.46,2.22,0.79,hard
524,bezel,5.46,1.87,0.87,hard
4378,proms,5.46,2.01,0.74,hard
3652,moggy,5.46,4.36,0.81,hard
1176,coops,5.47,1.77,0.81,hard
1407,deced,5.47,1.55,0.79,hard
98,aided,5.47,2.04,0.73,hard
6437,yanks,5.47,2.2,0.76,hard
6225,warps,5.47,1.7,0.82,hard
1099,cloys,5.47,2.36,0.78,hard
6368,wonks,5.47,2.61,0.68,hard
4146,pelts,5.47,3.51,0.75,hard
6484,zappy,5.47,3.69,0.78,hard
5707,texes,5.48,2.05,0.87,hard
822,busty,5.48,2.63,0.72,hard
3252,liner,5.48,2.07,0.78,hard
1337,daddy,5.48,2.15,0.79,hard
6118,vibes,5.48,2.81,0.75,hard
6476,yukky,5.48,3.41,0.79,hard
704,brags,5.48,1.99,0.8,hard
6188,wafer,5.48,4.48,0.69,hard
1527,doffs,5.48,1.77,0.79,hard
6224,warns,5.48,2.1,0.79,hard
4870,saver,5.48,2.02,0.74,hard
805,burls,5.48,2.97,0.74,hard
5545,swats,5.48,2.16,0.81,hard
6218,wanna,5.48,2.06,0.77,hard
1723,effed,5.49,1.74,0.74,hard
4222,piped,5.49,7.47,0.75,hard
2866,janus,5.49,2.35,0.77,hard
3316,looms,5.49,1.69,0.77,hard
3755,mutts,5.49,2.17,0.84,hard
3180,leger,5.49,2.63,0.76,hard
1560,dosed,5.49,2.53,0.78,hard
4038,pacer,5.49,4.81,0.73,hard
2865,janna,5.49,1.85,0.82,hard
6342,winks,5.49,4.14,0.78,hard
2057,flues,5.49,1.87,0.78,hard
5500,sucks,5.5,2.77,0.73,hard
6238,waxed,5.5,16.48,0.75,hard
4432,purus,5.5,2.07,0.79,hard
2379,grade,5.5,1.2,0.67,hard
5758,ticks,5.5,3.3,0.79,hard
1123,cocos,5.5,6.37,0.76,hard
6427,xxxii,5.5,1.76,0.85,hard
2639,hobbs,5.5,2.31,0.73,hard
2110,foxes,5.5,7.72,0.71,hard
2929,jorge,5.5,3.97,0.87,hard
3173,leeds,5.5,1.8,0.72,hard
3231,liker,5.51,2.1,0.78,hard
5405,stagy,5.51,1.67,0.74,hard
5813,tolls,5.51,1.94,0.78,hard
5194,slots,5.51,4.69,0.82,hard
1192,corks,5.51,1.57,0.79,hard
4420,punts,5.51,3.45,0.78,hard
1356,dangs,5.51,1.95,0.73,hard
4604,rends,5.51,2.16,0.76,hard
5003,shams,5.51,2.37,0.77,hard
2181,fusty,5.51,2.46,0.71,hard
5773,timer,5.51,1.64,0.79,hard
3296,lodes,5.51,2.04,0.71,hard
6236,waver,5.51,3.18,0.76,hard
4223,piper,5.52,3.25,0.72,hard
6060,vader,5.52,2.12,0.71,hard
4880,scags,5.52,3.34,0.75,hard
2539,hates,5.52,9.27,0.62,hard
4078,pappy,5.52,5.54,0.82,hard
3066,kooky,5.52,3.19,0.76,hard
4662,rills,5.52,5.39,0.73,hard
5197,slues,5.52,2.14,0.76,hard
6464,yoked,5.52,8.79,0.73,hard
6506,zooms,5.53,3.08,0.82,hard
2680,hoots,5.53,1.75,0.75,hard
2018,flans,5.53,3.5,0.71,hard
5400,stacy,5.53,1.54,0.68,hard
4887,scams,5.53,2.61,0.74,hard
1385,dazed,5.53,13.87,0.7,hard
1640,duded,5.53,1.65,0.8,hard
1701,ebbed,5.53,3.75,0.75,hard
3314,longs,5.53,1.58,0.71,hard
3322,loots,5.53,1.9,0.77,hard
4076,papas,5.53,2.26,0.86,hard
2619,hilly,5.54,2.11,0.67,hard
3512,mayer,5.54,3.04,0.71,hard
1053,clams,5.54,3.13,0.73,hard
3708,mound,5.54,7.27,0.63,hard
5121,sites,5.54,3.03,0.71,hard
3787,nanny,5.54,2.46,0.77,hard
4308,poofs,5.54,2.05,0.86,hard
445,bbses,5.54,2.05,0.74,hard
821,busts,5.54,3.01,0.78,hard
736,bries,5.54,1.89,0.78,hard
6201,waked,5.54,7.49,0.72,hard
1363,darer,5.55,2.05,0.81,hard
6347,wired,5.55,2.05,0.77,hard
3896,noyes,5.55,1.47,0.72,hard
3175,leers,5.55,3.24,0.72,hard
3719,mower,5.55,3.43,0.75,hard
4316,poppy,5.55,2.08,0.79,hard
6209,wally,5.55,2.11,0.68,hard
1907,fated,5.55,6.16,0.69,hard
424,basks,5.55,1.14,0.83,hard
2183,fuzzy,5.55,3.29,0.8,hard
4815,sager,5.55,1.94,0.77,hard
3308,logos,5.55,1.89,0.74,hard
2956,junes,5.55,2.31,0.81,hard
3363,luffs,5.55,2.24,0.74,hard
6505,zones,5.56,9.43,0.74,hard
2928,jones,5.56,3.94,0.75,hard
4999,shale,5.56,1.62,0.65,hard
4068,panes,5.56,5.94,0.77,hard
598,blogs,5.56,1.76,0.8,hard
397,banns,5.56,1.56,0.8,hard
2243,geeks,5.56,1.9,0.71,hard
3768,naans,5.57,2.32,0.83,hard
2673,hoods,5.57,2.22,0.75,hard
